,COMPONENTE,ANO/FAIXA,UNIDADES TEMÁTICAS,OBJETOS DE CONHECIMENTO,HABILIDADES
32,Educação Física,6º; 7º,Esportes,"Esportes de marca Esportes de precisão
Esportes de invasão
Esportes técnico-combinatórios",(EF67EF06) Analisar as transformações na organização e na prática dos esportes em suas diferentes manifestações (profissional e comunitário/lazer).
33,Educação Física,6º; 7º,Esportes,"Esportes de marca Esportes de precisão
Esportes de invasão
Esportes técnico-combinatórios",(EF67EF07) Propor e produzir alternativas para experimentação dos esportes não disponíveis e/ou acessíveis na comunidade e das demais práticas corporais tematizadas na escola.
34,Educação Física,6º; 7º,Ginásticas,Ginástica de condicionamento físico,"(EF67EF08) Experimentar e fruir exercícios físicos que solicitem diferentes capacidades físicas, identificando seus tipos (força, velocidade, resistência, flexibilidade) e as sensações corporais provocadas pela sua prática."
35,Educação Física,6º; 7º,Ginásticas,Ginástica de condicionamento físico,"(EF67EF09) Construir, coletivamente, procedimentos e normas de convívio que viabilizem a participação de todos na prática de exercícios físicos, com o objetivo de promover a saúde."
36,Educação Física,6º; 7º,Ginásticas,Ginástica de condicionamento físico,(EF67EF10) Diferenciar exercício físico de atividade física e propor alternativas para a prática de exercícios físicos dentro e fora do ambiente escolar.
37,Educação Física,6º; 7º,Danças,Danças urbanas,"(EF67EF11) Experimentar, fruir e recriar danças urbanas, identificando seus elementos constitutivos (ritmo, espaço, gestos).
"
38,Educação Física,6º; 7º,Danças,Danças urbanas,(EF67EF12) Planejar e utilizar estratégias para aprender elementos constitutivos das danças urbanas.
39,Educação Física,6º; 7º,Danças,Danças urbanas,"(EF67EF13) Diferenciar as danças urbanas das demais manifestações da dança, valorizando e respeitando os sentidos e significados atribuídos a eles por diferentes grupos sociais."
40,Educação Física,6º; 7º,Lutas,Lutas do Brasil,"(EF67EF14) Experimentar, fruir e recriar diferentes lutas do Brasil, valorizando a própria segurança e integridade física, bem como as dos demais.
"
41,Educação Física,6º; 7º,Lutas,Lutas do Brasil,"(EF67EF15) Planejar e utilizar estratégias básicas das lutas do Brasil, respeitando o colega como oponente."
42,Educação Física,6º; 7º,Lutas,Lutas do Brasil,"(EF67EF16) Identificar as características (códigos, rituais, elementos técnico-táticos, indumentária, materiais, instalações, instituições) das lutas do Brasil."
43,Educação Física,6º; 7º,Lutas,Lutas do Brasil,"(EF67EF17) Problematizar preconceitos e estereótipos relacionados ao universo das lutas e demais práticas corporais, propondo alternativas para superá-los, com base na solidariedade, na justiça, na equidade e no respeito."
44,Educação Física,6º; 7º,Práticas corporais de aventura,Práticas corporais de aventura urbanas,"(EF67EF18) Experimentar e fruir diferentes práticas corporais de aventura urbanas, valorizando a própria segurança e integridade física, bem como as dos demais."
45,Educação Física,6º; 7º,Práticas corporais de aventura,Práticas corporais de aventura urbanas,(EF67EF19) Identificar os riscos durante a realização de práticas corporais de aventura urbanas e planejar estratégias para sua superação.
46,Educação Física,6º; 7º,Práticas corporais de aventura,Práticas corporais de aventura urbanas,"(EF67EF20) Executar práticas corporais de aventura urbanas, respeitando o patrimônio público e utilizando alternativas para a prática segura em diversos espaços."
47,Educação Física,6º; 7º,Práticas corporais de aventura,Práticas corporais de aventura urbanas,"(EF67EF21) Identificar a origem das práticas corporais de aventura e as possibilidades de recriá-las, reconhecendo as características (instrumentos, equipamentos de segurança, indumentária, organização) e seus tipos de práticas."
48,Educação Física,8º; 9º,Esportes,"Esportes de rede/parede
Esportes de campo e taco
Esportes de invasão
Esportes de combate","(EF89EF01) Experimentar diferentes papéis (jogador, árbitro e técnico) e fruir os esportes de rede/parede, campo e taco, invasão e combate, valorizando o trabalho coletivo e o protagonismo.
"
49,Educação Física,8º; 9º,Esportes,"Esportes de rede/parede
Esportes de campo e taco
Esportes de invasão
Esportes de combate","(EF89EF02) Praticar um ou mais esportes de rede/parede, campo e taco, invasão e combate oferecidos pela escola, usando habilidades técnico-táticas básicas."
50,Educação Física,8º; 9º,Esportes,"Esportes de rede/parede
Esportes de campo e taco
Esportes de invasão
Esportes de combate","(EF89EF03) Formular e utilizar estratégias para solucionar os desafios técnicos e táticos, tanto nos esportes de campo e taco, rede/parede, invasão e combate como nas modalidades esportivas escolhidas para praticar de forma específica."
51,Educação Física,8º; 9º,Esportes,"Esportes de rede/parede
Esportes de campo e taco
Esportes de invasão
Esportes de combate","(EF89EF04) Identificar os elementos técnicos ou técnico-táticos individuais, combinações táticas, sistemas de jogo e regras das modalidades esportivas praticadas, bem como diferenciar as modalidades esportivas com base nos critérios da lógica interna das categorias de esporte: rede/parede, campo e taco, invasão e combate."
52,Educação Física,8º; 9º,Esportes,"Esportes de rede/parede
Esportes de campo e taco
Esportes de invasão
Esportes de combate","(EF89EF05) Identificar as transformações históricas do fenômeno esportivo e discutir alguns de seus problemas (doping, corrupção, violência etc.) e a forma como as mídias os apresentam."
53,Educação Física,8º; 9º,Esportes,"Esportes de rede/parede
Esportes de campo e taco
Esportes de invasão
Esportes de combate","(EF89EF06) Verificar locais disponíveis na comunidade para a prática de esportes e das demais práticas corporais tematizadas na escola, propondo e produzindo alternativas para utilizá-los no tempo livre."
54,Educação Física,8º; 9º,Ginásticas,"Ginástica de condicionamento físico
Ginástica de conscientização corporal","(EF89EF07) Experimentar e fruir um ou mais programas de exercícios físicos, identificando as exigências corporais desses diferentes programas e reconhecendo a importância de uma prática individualizada, adequada às características e necessidades de cada sujeito.
"
55,Educação Física,8º; 9º,Ginásticas,"Ginástica de condicionamento físico
Ginástica de conscientização corporal","(EF89EF08) Discutir as transformações históricas dos padrões de desempenho, saúde e beleza, considerando a forma como são apresentados nos diferentes meios (científico, midiático etc.)."
56,Educação Física,8º; 9º,Ginásticas,"Ginástica de condicionamento físico
Ginástica de conscientização corporal",(EF89EF09) Problematizar a prática excessiva de exercícios físicos e o uso de medicamentos para a ampliação do rendimento ou potencialização das transformações corporais.
57,Educação Física,8º; 9º,Ginásticas,"Ginástica de condicionamento físico
Ginástica de conscientização corporal","(EF89EF10) Experimentar e fruir um ou mais tipos de ginástica de conscientização corporal, identificando as exigências corporais dos mesmos."
58,Educação Física,8º; 9º,Ginásticas,"Ginástica de condicionamento físico
Ginástica de conscientização corporal","(EF89EF11) Identificar as diferenças e semelhanças entre a ginástica de conscientização corporal e as de condicionamento físico e discutir como a prática de cada uma dessas manifestações pode contribuir para a melhoria das condições de vida, saúde, bem-estar e cuidado consigo mesmo."
59,Educação Física,8º; 9º,Danças,Danças de salão,"(EF89EF12) Experimentar, fruir e recriar danças de salão, valorizando a diversidade cultural e respeitando a tradição dessas culturas."
60,Educação Física,8º; 9º,Danças,Danças de salão,"(EF89EF13) Planejar e utilizar estratégias para se apropriar dos elementos constitutivos (ritmo, espaço, gestos) das danças de salão."
61,Educação Física,8º; 9º,Danças,Danças de salão,(EF89EF14) Discutir estereótipos e preconceitos relativos às danças de salão e demais práticas corporais e propor alternativas para sua superação.
62,Educação Física,8º; 9º,Danças,Danças de salão,"(EF89EF15) Analisar as características (ritmos, gestos, coreografias e músicas) das danças de salão, bem como suas transformações históricas e os grupos de origem."
63,Educação Física,8º; 9º,Lutas,Lutas do mundo,"(EF89EF16) Experimentar e fruir a execução dos movimentos pertencentes às lutas do mundo, adotando procedimentos de segurança e respeitando o oponente."
64,Educação Física,8º; 9º,Lutas,Lutas do mundo,"(EF89EF17) Planejar e utilizar estratégias básicas das lutas experimentadas, reconhecendo as suas características técnico-táticas."
65,Educação Física,8º; 9º,Lutas,Lutas do mundo,"(EF89EF18) Discutir as transformações históricas, o processo de esportivização e a midiatização de uma ou mais lutas, valorizando e respeitando as culturas de origem."
66,Educação Física,8º; 9º,Práticas corporais de aventura,Práticas corporais de aventura na natureza,"(EF89EF19) Experimentar e fruir diferentes práticas corporais de aventura na natureza, valorizando a própria segurança e integridade física, bem como as dos demais, respeitando o patrimônio natural e minimizando os impactos de degradação ambiental."
67,Educação Física,8º; 9º,Práticas corporais de aventura,Práticas corporais de aventura na natureza,"(EF89EF20) Identificar riscos, formular estratégias e observar normas de segurança para superar os desafios na realização de práticas corporais de aventura na natureza."
68,Educação Física,8º; 9º,Práticas corporais de aventura,Práticas corporais de aventura na natureza,"(EF89EF21) Identificar as características (equipamentos de segurança, instrumentos, indumentária, organização) das práticas corporais de aventura na natureza, bem como suas transformações históricas."
0,Ensino Religioso,1º,Identidades e alteridades,"O eu, o outro e o nós","(EF01ER01) Identificar e acolher as semelhanças e diferenças entre o eu, o outro e o nós."
1,Ensino Religioso,1º,Identidades e alteridades,"O eu, o outro e o nós",(EF01ER02) Reconhecer que o seu nome e o das demais pessoas os identificam e os diferenciam.
2,Ensino Religioso,1º,Identidades e alteridades,Imanência e transcendência,(EF01ER03) Reconhecer e respeitar as características físicas e subjetivas de cada um.
3,Ensino Religioso,1º,Identidades e alteridades,Imanência e transcendência,(EF01ER04) Valorizar a diversidade de formas de vida.
4,Ensino Religioso,1º,Manifestações religiosas,"Sentimentos, lembranças, memórias e saberes","(EF01ER05) Identificar e acolher sentimentos, lembranças, memórias e saberes de cada um."
5,Ensino Religioso,1º,Manifestações religiosas,"Sentimentos, lembranças, memórias e saberes","(EF01ER06) Identificar as diferentes formas pelas quais as pessoas manifestam sentimentos, ideias, memórias, gostos e crenças em diferentes espaços."
6,Ensino Religioso,2º,Identidades e alteridades,"O eu, a família e o ambiente de convivência",(EF02ER01) Reconhecer os diferentes espaços de convivência.
7,Ensino Religioso,2º,Identidades e alteridades,"O eu, a família e o ambiente de convivência","(EF02ER02) Identificar costumes, crenças e formas diversas de viver em variados ambientes de convivência."
8,Ensino Religioso,2º,Identidades e alteridades,Memórias e símbolos,"(EF02ER03) Identificar as diferentes formas de registro das memórias pessoais, familiares e escolares (fotos, músicas, narrativas, álbuns...)."
9,Ensino Religioso,2º,Identidades e alteridades,Memórias e símbolos,(EF02ER04) Identificar os símbolos presentes nos variados espaços de convivência.
10,Ensino Religioso,2º,Identidades e alteridades,Símbolos religiosos,"(EF02ER05) Identificar, distinguir e respeitar símbolos religiosos de distintas manifestações, tradições e instituições religiosas."
11,Ensino Religioso,2º,Manifestações religiosas,Alimentos sagrados,"(EF02ER06) Exemplificar alimentos considerados sagrados por diferentes culturas, tradições e expressões religiosas."
12,Ensino Religioso,2º,Manifestações religiosas,Alimentos sagrados,(EF02ER07) Identificar significados atribuídos a alimentos em diferentes manifestações e tradições religiosas.
13,Ensino Religioso,3º,Identidades e alteridades,Espaços e territórios religiosos,(EF03ER01) Identificar e respeitar os diferentes espaços e territórios religiosos de diferentes tradições e movimentos religiosos.
14,Ensino Religioso,3º,Identidades e alteridades,Espaços e territórios religiosos,(EF03ER02) Caracterizar os espaços e territórios religiosos como locais de realização das práticas celebrativas.
15,Ensino Religioso,3º,Manifestações religiosas,Práticas celebrativas,"(EF03ER03) Identificar e respeitar práticas celebrativas (cerimônias, orações, festividades, peregrinações, entre outras) de diferentes tradições religiosas."
16,Ensino Religioso,3º,Manifestações religiosas,Práticas celebrativas,(EF03ER04) Caracterizar as práticas celebrativas como parte integrante do conjunto das manifestações religiosas de diferentes culturas e sociedades.
17,Ensino Religioso,3º,Manifestações religiosas,Indumentárias religiosas,"(EF03ER05) Reconhecer as indumentárias (roupas, acessórios, símbolos, pinturas corporais) utilizadas em diferentes manifestações e tradições religiosas."
18,Ensino Religioso,3º,Manifestações religiosas,Indumentárias religiosas,(EF03ER06) Caracterizar as indumentárias como elementos integrantes das identidades religiosas.
19,Ensino Religioso,4º,Manifestações religiosas,Ritos religiosos,"(EF04ER01) Identificar ritos presentes no cotidiano pessoal, familiar, escolar e comunitário."
20,Ensino Religioso,4º,Manifestações religiosas,Ritos religiosos,(EF04ER02) Identificar ritos e suas funções em diferentes manifestações e tradições religiosas.
21,Ensino Religioso,4º,Manifestações religiosas,Ritos religiosos,"(EF04ER03) Caracterizar ritos de iniciação e de passagem em diversos grupos religiosos (nascimento, casamento e morte)."
22,Ensino Religioso,4º,Manifestações religiosas,Ritos religiosos,"(EF04ER04) Identificar as diversas formas de expressão da espiritualidade (orações, cultos, gestos, cantos, dança, meditação) nas diferentes tradições religiosas."
23,Ensino Religioso,4º,Manifestações religiosas,Representações religiosas na arte,"(EF04ER05) Identificar representações religiosas em diferentes expressões artísticas (pinturas, arquitetura, esculturas, ícones, símbolos, imagens), reconhecendo-as como parte da identidade de diferentes culturas e tradições religiosas."
24,Ensino Religioso,4º,Crenças religiosas e filosofias de vida,Ideia(s) de divindade(s),"(EF04ER06) Identificar nomes, significados e representações de divindades nos contextos familiar e comunitário."
25,Ensino Religioso,4º,Crenças religiosas e filosofias de vida,Ideia(s) de divindade(s),(EF04ER07) Reconhecer e respeitar as ideias de divindades de diferentes manifestações e tradições religiosas.
26,Ensino Religioso,5º,Crenças religiosas e filosofias de vida,Narrativas religiosas,(EF05ER01) Identificar e respeitar acontecimentos sagrados de diferentes culturas e tradições religiosas como recurso para preservar a memória.
27,Ensino Religioso,5º,Crenças religiosas e filosofias de vida,Mitos nas tradições religiosas,(EF05ER02) Identificar mitos de criação em diferentes culturas e tradições religiosas.
28,Ensino Religioso,5º,Crenças religiosas e filosofias de vida,Mitos nas tradições religiosas,"(EF05ER03) Reconhecer funções e mensagens religiosas contidas nos mitos de criação (concepções de mundo, natureza, ser humano, divindades, vida e morte)."
29,Ensino Religioso,5º,Crenças religiosas e filosofias de vida,Ancestralidade e tradição oral,(EF05ER04) Reconhecer a importância da tradição oral para preservar memórias e acontecimentos religiosos.
30,Ensino Religioso,5º,Crenças religiosas e filosofias de vida,Ancestralidade e tradição oral,"(EF05ER05) Identificar elementos da tradição oral nas culturas e religiosidades indígenas, afro-brasileiras, ciganas, entre outras."
31,Ensino Religioso,5º,Crenças religiosas e filosofias de vida,Ancestralidade e tradição oral,(EF05ER06) Identificar o papel dos sábios e anciãos na comunicação e preservação da tradição oral.
32,Ensino Religioso,5º,Crenças religiosas e filosofias de vida,Ancestralidade e tradição oral,"(EF05ER07) Reconhecer, em textos orais, ensinamentos relacionados a modos de ser e viver."
33,Ensino Religioso,6º,Crenças religiosas e filosofias de vida,Tradição escrita: registro dos ensinamentos sagrados,"(EF06ER01) Reconhecer o papel da tradição escrita na preservação de memórias, acontecimentos e ensinamentos religiosos."
34,Ensino Religioso,6º,Crenças religiosas e filosofias de vida,Tradição escrita: registro dos ensinamentos sagrados,"(EF06ER02) Reconhecer e valorizar a diversidade de textos religiosos escritos (textos do Budismo, Cristianismo, Espiritismo, Hinduísmo, Islamismo, Judaísmo, entre outros)."
35,Ensino Religioso,6º,Crenças religiosas e filosofias de vida,Ensinamentos da tradição escrita,"(EF06ER03) Reconhecer, em textos escritos, ensinamentos relacionados a modos de ser e viver."
36,Ensino Religioso,6º,Crenças religiosas e filosofias de vida,Ensinamentos da tradição escrita,(EF06ER04) Reconhecer que os textos escritos são utilizados pelas tradições religiosas de maneiras diversas.
37,Ensino Religioso,6º,Crenças religiosas e filosofias de vida,Ensinamentos da tradição escrita,(EF06ER05) Discutir como o estudo e a interpretação dos textos religiosos influenciam os adeptos a vivenciarem os ensinamentos das tradições religiosas.
38,Ensino Religioso,6º,Crenças religiosas e filosofias de vida,"Símbolos, ritos e mitos religiosos","(EF06ER06) Reconhecer a importância dos mitos, ritos, símbolos e textos na estruturação das diferentes crenças, tradições e movimentos religiosos."
39,Ensino Religioso,6º,Crenças religiosas e filosofias de vida,"Símbolos, ritos e mitos religiosos","(EF06ER07) Exemplificar a relação entre mito, rito e símbolo nas práticas celebrativas de diferentes tradições religiosas."
40,Ensino Religioso,7º,Manifestações religiosas,Místicas e espiritualidades,(EF07ER01) Reconhecer e respeitar as práticas de comunicação com as divindades em distintas manifestações e tradições religiosas.
41,Ensino Religioso,7º,Manifestações religiosas,Místicas e espiritualidades,"(EF07ER02) Identificar práticas de espiritualidade utilizadas pelas pessoas em determinadas situações (acidentes, doenças, fenômenos climáticos)."
42,Ensino Religioso,7º,Manifestações religiosas,Lideranças religiosas,(EF07ER03) Reconhecer os papéis atribuídos às lideranças de diferentes tradições religiosas.
43,Ensino Religioso,7º,Manifestações religiosas,Lideranças religiosas,(EF07ER04) Exemplificar líderes religiosos que se destacaram por suas contribuições à sociedade.
44,Ensino Religioso,7º,Manifestações religiosas,Lideranças religiosas,(EF07ER05) Discutir estratégias que promovam a convivência ética e respeitosa entre as religiões.
45,Ensino Religioso,7º,Crenças religiosas e filosofias de vida,Princípios éticos e valores religiosos,"(EF07ER06) Identificar princípios éticos em diferentes tradições religiosas e filosofias de vida, discutindo como podem influenciar condutas pessoais e práticas sociais."
46,Ensino Religioso,7º,Crenças religiosas e filosofias de vida,Liderança e direitos humanos,(EF07ER07) Identificar e discutir o papel das lideranças religiosas e seculares na defesa e promoção dos direitos humanos.
47,Ensino Religioso,7º,Crenças religiosas e filosofias de vida,Liderança e direitos humanos,"(EF07ER08) Reconhecer o direito à liberdade de consciência, crença ou convicção, questionando concepções e práticas sociais que a violam."
48,Ensino Religioso,8º,Crenças religiosas e filosofias de vida,"Crenças, convicções e atitudes",(EF08ER01) Discutir como as crenças e convicções podem influenciar escolhas e atitudes pessoais e coletivas.
49,Ensino Religioso,8º,Crenças religiosas e filosofias de vida,"Crenças, convicções e atitudes","(EF08ER02) Analisar filosofias de vida, manifestações e tradições religiosas destacando seus princípios éticos."
50,Ensino Religioso,8º,Crenças religiosas e filosofias de vida,Doutrinas religiosas,"(EF08ER03) Analisar doutrinas das diferentes tradições religiosas e suas concepções de mundo, vida e morte."
51,Ensino Religioso,8º,Crenças religiosas e filosofias de vida,"Crenças, filosofias de vida e esfera pública","(EF08ER04) Discutir como filosofias de vida, tradições e instituições religiosas podem influenciar diferentes campos da esfera pública (política, saúde, educação, economia)."
52,Ensino Religioso,8º,Crenças religiosas e filosofias de vida,"Crenças, filosofias de vida e esfera pública",(EF08ER05) Debater sobre as possibilidades e os limites da interferência das tradições religiosas na esfera pública.
53,Ensino Religioso,8º,Crenças religiosas e filosofias de vida,"Crenças, filosofias de vida e esfera pública","(EF08ER06) Analisar práticas, projetos e políticas públicas que contribuem para a promoção da liberdade de pensamento, crenças e convicções."
54,Ensino Religioso,8º,Crenças religiosas e filosofias de vida,"Tradições religiosas, mídias e tecnologias",(EF08ER07) Analisar as formas de uso das mídias e tecnologias pelas diferentes denominações religiosas.
55,Ensino Religioso,9º,Crenças religiosas e filosofias de vida,Imanência e transcendência,(EF09ER01) Analisar princípios e orientações para o cuidado da vida e nas diversas tradições religiosas e filosofias de vida.
56,Ensino Religioso,9º,Crenças religiosas e filosofias de vida,Imanência e transcendência,"(EF09ER02) Discutir as diferentes expressões de valorização e de desrespeito à vida, por meio da análise de matérias nas diferentes mídias."
57,Ensino Religioso,9º,Crenças religiosas e filosofias de vida,Vida e morte,"(EF09ER03) Identificar sentidos do viver e do morrer em diferentes tradições religiosas, através do estudo de mitos fundantes."
58,Ensino Religioso,9º,Crenças religiosas e filosofias de vida,Vida e morte,"(EF09ER04) Identificar concepções de vida e morte em diferentes tradições religiosas e filosofias de vida, por meio da análise de diferentes ritos fúnebres."
59,Ensino Religioso,9º,Crenças religiosas e filosofias de vida,Vida e morte,"(EF09ER05) Analisar as diferentes ideias de imortalidade elaboradas pelas tradições religiosas (ancestralidade, reencarnação, transmigração e ressurreição)."
60,Ensino Religioso,9º,Crenças religiosas e filosofias de vida,Princípios e valores éticos,(EF09ER06) Reconhecer a coexistência como uma atitude ética de respeito à vida e à dignidade humana.
61,Ensino Religioso,9º,Crenças religiosas e filosofias de vida,Princípios e valores éticos,"(EF09ER07) Identificar princípios éticos (familiares, religiosos e culturais) que possam alicerçar a construção de projetos de vida."
62,Ensino Religioso,9º,Crenças religiosas e filosofias de vida,Princípios e valores éticos,(EF09ER08) Construir projetos de vida assentados em princípios e valores éticos.
0,Geografia,1º,O sujeito e seu lugar no mundo,O modo de vida das crianças em diferentes lugares,"(EF01GE01) Descrever características observadas de seus lugares de vivência (moradia, escola etc.) e identificar semelhanças e diferenças entre esses lugares."
1,Geografia,1º,O sujeito e seu lugar no mundo,O modo de vida das crianças em diferentes lugares,(EF01GE02) Identificar semelhanças e diferenças entre jogos e brincadeiras de diferentes épocas e lugares.
2,Geografia,1º,O sujeito e seu lugar no mundo,Situações de convívio em diferentes lugares,"(EF01GE03) Identificar e relatar semelhanças e diferenças de usos do espaço público (praças, parques) para o lazer e diferentes manifestações."
3,Geografia,1º,O sujeito e seu lugar no mundo,Situações de convívio em diferentes lugares,"(EF01GE04) Discutir e elaborar, coletivamente, regras de convívio em diferentes espaços (sala de aula, escola etc.)."
4,Geografia,1º,Conexões e escalas,Ciclos naturais e a vida cotidiana,"(EF01GE05) Observar e descrever ritmos naturais (dia e noite, variação de temperatura e umidade etc.) em diferentes escalas espaciais e temporais, comparando a sua realidade com outras."
5,Geografia,1º,Mundo do trabalho,Diferentes tipos de trabalho existentes no seu dia a dia,"(EF01GE06) Descrever e comparar diferentes tipos de moradia ou objetos de uso cotidiano (brinquedos, roupas, mobiliários), considerando técnicas e materiais utilizados em sua produção."
6,Geografia,1º,Mundo do trabalho,Diferentes tipos de trabalho existentes no seu dia a dia,(EF01GE07) Descrever atividades de trabalho relacionadas com o dia a dia da sua comunidade.
7,Geografia,1º,Formas de representação e pensamento espacial,Pontos de referência,"(EF01GE08) Criar mapas mentais e desenhos com base em itinerários, contos literários, histórias inventadas e brincadeiras."
8,Geografia,1º,Formas de representação e pensamento espacial,Pontos de referência,"(EF01GE09) Elaborar e utilizar mapas simples para localizar elementos do local de vivência, considerando referenciais espaciais (frente e atrás, esquerda e direita, em cima e embaixo, dentro e fora) e tendo o corpo como referência."
9,Geografia,1º,"Natureza, ambientes e qualidade de vida",Condições de vida nos lugares de vivência,"(EF01GE10) Descrever características de seus lugares de vivência relacionadas aos ritmos da natureza (chuva, vento, calor etc.)."
10,Geografia,1º,"Natureza, ambientes e qualidade de vida",Condições de vida nos lugares de vivência,"(EF01GE11) Associar mudanças de vestuário e hábitos alimentares em sua comunidade ao longo do ano, decorrentes da variação de temperatura e umidade no ambiente."
11,Geografia,2º,O sujeito e seu lugar no mundo,Convivência e interações entre pessoas na comunidade,(EF02GE01) Descrever a história das migrações no bairro ou comunidade em que vive.
12,Geografia,2º,O sujeito e seu lugar no mundo,Convivência e interações entre pessoas na comunidade,"(EF02GE02) Comparar costumes e tradições de diferentes populações inseridas no bairro ou comunidade em que vive, reconhecendo a importância do respeito às diferenças."
13,Geografia,2º,O sujeito e seu lugar no mundo,Riscos e cuidados nos meios de transporte e de comunicação,"(EF02GE03) Comparar diferentes meios de transporte e de comunicação, indicando o seu papel na conexão entre lugares, e discutir os riscos para a vida e para o ambiente e seu uso responsável."
14,Geografia,2º,Conexões e escalas,Experiências da comunidade no tempo e no espaço,"(EF02GE04) Reconhecer semelhanças e diferenças nos hábitos, nas relações com a natureza e no modo de viver de pessoas em diferentes lugares."
15,Geografia,2º,Conexões e escalas,Mudanças e permanências,"(EF02GE05) Analisar mudanças e permanências, comparando imagens de um mesmo lugar em diferentes tempos."
16,Geografia,2º,Mundo do trabalho,Tipos de trabalho em lugares e tempos diferentes,"(EF02GE06) Relacionar o dia e a noite a diferentes tipos de atividades sociais (horário escolar, comercial, sono etc.)."
17,Geografia,2º,Mundo do trabalho,Tipos de trabalho em lugares e tempos diferentes,"(EF02GE07) Descrever as atividades extrativas (minerais, agropecuárias e industriais) de diferentes lugares, identificando os impactos ambientais."
18,Geografia,2º,Formas de representação e pensamento espacial,"Localização, orientação e representação espacial","(EF02GE08) Identificar e elaborar diferentes formas de representação (desenhos, mapas mentais, maquetes) para representar componentes da paisagem dos lugares de vivência."
19,Geografia,2º,Formas de representação e pensamento espacial,"Localização, orientação e representação espacial",(EF02GE09) Identificar objetos e lugares de vivência (escola e moradia) em imagens aéreas e mapas (visão vertical) e fotografias (visão oblíqua).
20,Geografia,2º,Formas de representação e pensamento espacial,"Localização, orientação e representação espacial","(EF02GE10) Aplicar princípios de localização e posição de objetos (referenciais espaciais, como frente e atrás, esquerda e direita, em cima e embaixo, dentro e fora) por meio de representações espaciais da sala de aula e da escola."
21,Geografia,2º,"Natureza, ambientes e qualidade de vida",Os usos dos recursos naturais: solo e água no campo e na cidade,"(EF02GE11) Reconhecer a importância do solo e da água para a vida, identificando seus diferentes usos (plantação e extração de materiais, entre outras possibilidades) e os impactos desses usos no cotidiano da cidade e do campo."
22,Geografia,3º,O sujeito e seu lugar no mundo,A cidade e o campo: aproximações e diferenças,"(EF03GE01) Identificar e comparar aspectos culturais dos grupos sociais de seus lugares de vivência, seja na cidade, seja no campo."
23,Geografia,3º,O sujeito e seu lugar no mundo,A cidade e o campo: aproximações e diferenças,"(EF03GE02) Identificar, em seus lugares de vivência, marcas de contribuição cultural e econômica de grupos de diferentes origens."
24,Geografia,3º,O sujeito e seu lugar no mundo,A cidade e o campo: aproximações e diferenças,(EF03GE03) Reconhecer os diferentes modos de vida de povos e comunidades tradicionais em distintos lugares.
25,Geografia,3º,Conexões e escalas,Paisagens naturais e antrópicas em transformação,"(EF03GE04) Explicar como os processos naturais e históricos atuam na produção e na mudança das paisagens naturais e antrópicas nos seus lugares de vivência, comparando-os a outros lugares."
26,Geografia,3º,Mundo do trabalho,Matéria-prima e indústria,"(EF03GE05) Identificar alimentos, minerais e outros produtos cultivados e extraídos da natureza, comparando as atividades de trabalho em diferentes lugares."
27,Geografia,3º,Formas de representação e pensamento espacial,Representações cartográficas,(EF03GE06) Identificar e interpretar imagens bidimensionais e tridimensionais em diferentes tipos de representação cartográfica.
28,Geografia,3º,Formas de representação e pensamento espacial,Representações cartográficas,(EF03GE07) Reconhecer e elaborar legendas com símbolos de diversos tipos de representações em diferentes escalas cartográficas.
29,Geografia,3º,"Natureza, ambientes e qualidade de vida","Produção, circulação e consumo","(EF03GE08) Relacionar a produção de lixo doméstico ou da escola aos problemas causados pelo consumo excessivo e construir propostas para o consumo consciente, considerando a ampliação de hábitos de redução, reúso e reciclagem/ descarte de materiais consumidos em casa, na escola e/ou no entorno."
30,Geografia,3º,"Natureza, ambientes e qualidade de vida",Impactos das atividades humanas,"(EF03GE09) Investigar os usos dos recursos naturais, com destaque para os usos da água em atividades cotidianas (alimentação, higiene, cultivo de plantas etc.), e discutir os problemas ambientais provocados por esses usos."
31,Geografia,3º,"Natureza, ambientes e qualidade de vida",Impactos das atividades humanas,(EF03GE10) Identificar os cuidados necessários para utilização da água na agricultura e na geração de energia de modo a garantir a manutenção do provimento de água potável.
32,Geografia,3º,"Natureza, ambientes e qualidade de vida",Impactos das atividades humanas,"(EF03GE11) Comparar impactos das atividades econômicas urbanas e rurais sobre o ambiente físico natural, assim como os riscos provenientes do uso de ferramentas e máquinas."
33,Geografia,4º,O sujeito e seu lugar no mundo,Território e diversidade cultural,"(EF04GE01) Selecionar, em seus lugares de vivência e em suas histórias familiares e/ou da comunidade, elementos de distintas culturas (indígenas, afro-brasileiras, de outras regiões do país, latino-americanas, europeias, asiáticas etc.), valorizando o que é próprio em cada uma delas e sua contribuição para a formação da cultura local, regional e brasileira."
34,Geografia,4º,O sujeito e seu lugar no mundo,Processos migratórios no Brasil,(EF04GE02) Descrever processos migratórios e suas contribuições para a formação da sociedade brasileira.
35,Geografia,4º,O sujeito e seu lugar no mundo,Instâncias do poder público e canais de participação social,"(EF04GE03) Distinguir funções e papéis dos órgãos do poder público municipal e canais de participação social na gestão do Município, incluindo a Câmara de Vereadores e Conselhos Municipais."
36,Geografia,4º,Conexões e escalas,Relação campo e cidade,"(EF04GE04) Reconhecer especificidades e analisar a interdependência do campo e da cidade, considerando fluxos econômicos, de informações, de ideias e de pessoas."
